Object Number,Object ID,Department,AccessionYear,Object Name,Culture,Artist Display Name,Artist Nationality,Object Begin Date,Object End Date,Credit Line,Country,Classification
10.221.2,48784,Asian Art,1910.0,Figure,China,,,618,907,"Rogers Fund, 1910",,Tomb Pottery
15.36.2,48785,Asian Art,1915.0,Roof tile,China,,,1368,1644,"Rogers Fund, 1915",,Ceramics
65.101.5,48787,Asian Art,1965.0,Figure,China,,,618,907,"Gift of Rosina O. Bateson, 1965",,Tomb Pottery
10.221.12,48788,Asian Art,1910.0,Roof tile,China,,,1368,1644,"Rogers Fund, 1910",,Ceramics
13.220.77a–c,48789,Asian Art,1913.0,Figures,China,,,618,907,"John Stewart Kennedy Fund, 1913",,Tomb Pottery
22.62,48790,Asian Art,1922.0,Figure,China,,,618,907,"Gift of Albert Gallatin, 1922",,Tomb Pottery
14.85,48794,Asian Art,1914.0,Figure,China,,,618,907,"Gift of Edgar Worch, 1914",,Tomb Pottery
10.221.9,48799,Asian Art,1910.0,Figure,China,,,618,907,"Rogers Fund, 1910",,Tomb Pottery
14.40.22,48800,Asian Art,1914.0,Bottle,China,,,1662,1722,"Bequest of Benjamin Altman, 1913",,Ceramics
79.2.433,48802,Asian Art,1879.0,Dish,China,,,1667,1733,"Purchase by subscription, 1879",,Ceramics
79.2.380,48803,Asian Art,1879.0,Plate,China,,,1667,1733,"Purchase by subscription, 1879",,Ceramics
1970.42,48808,Asian Art,1970.0,"Brush washer
",China,,,618,907,"Seymour Fund and Rogers Fund, 1970",,Ceramics
"17.175.4a, b",48809,Asian Art,1917.0,Bottle and cover,China (?),,,918,1392,"Rogers Fund, 1917",,Ceramics
"17.118.38a, b",48810,Asian Art,1917.0,Box,China (?),,,918,1392,"Rogers Fund, 1917",,Ceramics
16.46.5,48813,Asian Art,1916.0,Bowl,China,,,1573,1620,"Gift of A. W. Bahr, 1916",,Ceramics
29.100.310,48815,Asian Art,1929.0,Plate,China,,,1662,1722,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,Ceramics
29.100.309,48816,Asian Art,1929.0,Plate,China,,,1662,1722,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,Ceramics
79.2.440,48818,Asian Art,1879.0,Plate,China,,,1867,1899,"Purchase by subscription, 1879",,Ceramics
46.176,48828,Asian Art,1946.0,Figure,China,,,618,907,"Rogers Fund, 1946",,Tomb Pottery
10.221.8,48836,Asian Art,1910.0,Figure,China,,,618,907,"Rogers Fund, 1910",,Tomb Pottery
10.221.1,48837,Asian Art,1910.0,Figure,China,Jin Renrui,Chinese,618,907,"Rogers Fund, 1910",,Tomb Pottery
67.62.1,48838,Asian Art,1967.0,Figure,China,,,618,907,"Gift of Elizabeth D. Bowen, in memory of Florence Winifred Blyth, 1967",,Tomb Pottery
15.66,48839,Asian Art,1915.0,Roof tile,China,,,1368,1644,"Rogers Fund, 1915",,Ceramics
17.120.187,48840,Asian Art,1917.0,Vase,China,,,1662,1722,"Mr. and Mrs. Isaac D. Fletcher Collection, Bequest of Isaac D. Fletcher, 1917",,Ceramics
79.2.808,48841,Asian Art,1879.0,Vase,China,,,1800,1849,"Purchase by subscription, 1879",,Ceramics
50.145.322,48842,Asian Art,1950.0,Vase,China,,,1736,1795,"Bequest of Mary Stillman Harkness, 1950",,Ceramics
79.2.747,48843,Asian Art,1879.0,Desk screen,China,,,1736,1795,"Purchase by subscription, 1879",,Ceramics
11.8.10,48844,Asian Art,1911.0,Vase,China,,,618,907,"Gift of Sadajiro Yamanaka, 1911",,Ceramics
26.292.65,48847,Asian Art,1926.0,Tomb figure,China,,,960,1279,"Gift of Mrs. Samuel T. Peters, 1926",,Ceramics
79.2.1161,48848,Asian Art,1879.0,Bowl,China,,,1800,1849,"Purchase by subscription, 1879",,Ceramics
"64.166.3a, b",48850,Asian Art,1964.0,Jar with lid,China,,,1662,1722,"Gift of Mrs. Walter Sachs, 1964",,Ceramics
14.40.35,48852,Asian Art,1914.0,Bottle,China,,,1662,1722,"Bequest of Benjamin Altman, 1913",,Ceramics
29.100.294,48854,Asian Art,1929.0,Vase,China,,,1736,1795,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,Ceramics
79.2.887,48855,Asian Art,1879.0,Vase,China,,,1767,1849,"Purchase by subscription, 1879",,Ceramics
14.40.183,48859,Asian Art,1914.0,Vase,China,,,1662,1722,"Bequest of Benjamin Altman, 1913",,Ceramics
30.76.54,48861,Asian Art,1930.0,Pilgrim bottle,China,,,618,907,"Rogers Fund, 1930",,Tomb Pottery
29.80.16,48863,Asian Art,1929.0,Roof tile fragment,China,,,1368,1644,"Gift of Mrs. H. Fairfield Osborn, 1929",,Ceramics
65.86.26,48864,Asian Art,1965.0,Vase,China,,,1736,1795,"Alfred W. Hoyt Collection, Bequest of Rosina H. Hoppin, 1965",,Ceramics
30.76.300,48865,Asian Art,1930.0,Mold for figure,China,,,0,0,"Rogers Fund, 1930",,Sculpture
30.76.301,48866,Asian Art,1930.0,Mold for figure,China,,,0,0,"Rogers Fund, 1930",,Sculpture
"13.220.67a, b",48868,Asian Art,1913.0,Figures,China,,,618,907,"John Stewart Kennedy Fund, 1913",,Tomb Pottery
13.100.59,48872,Asian Art,1913.0,Folding fan mounted as an album leaf,China,Lu Zhi|Unidentified Artist,,1500,1644,"John Stewart Kennedy Fund, 1913",,Paintings
1989.363.68,48873,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Lu Zhi,Chinese,1495,1576,"Bequest of John M. Crawford Jr., 1988",,Paintings
1989.363.69,48874,Asian Art,1989.0,Album leaf,China,Wen Peng,Chinese,1498,1573,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.70,48875,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Wen Peng,Chinese,1567,1567,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
13.100.56,48876,Asian Art,1913.0,Folding fan mounted as an album leaf,China,Wen Peng,Chinese,1498,1573,"John Stewart Kennedy Fund, 1913",,Calligraphy
1989.363.71,48877,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Wang Guxiang,Chinese,1501,1568,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.72,48879,Asian Art,1989.0,Album leaf,China,Wen Jia,Chinese,1501,1583,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
13.100.67,48884,Asian Art,1913.0,Folding fan mounted as an album leaf,China,Wen Jia|Unidentified Artist,Chinese,1600,1911,"John Stewart Kennedy Fund, 1913",,Paintings
1989.363.74,48888,Asian Art,1989.0,Hanging scroll,China,Wen Boren,Chinese,1531,1531,"Bequest of John M. Crawford Jr., 1988",,Paintings
1972.278.3,48896,Asian Art,1972.0,Hanging scroll,China,Unidentified Artist,,1534,1566,"Ex coll.: C. C. Wang Family, Gift of Mr. and Mrs. Earl Morse, 1972",,Paintings
1989.363.73,48897,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Shen Shi,Chinese,1500,1533,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1980.8,48901,Asian Art,1980.0,Handscroll,China,Qian Gu,Chinese,1560,1560,"Ex coll.: C. C. Wang Family, Gift of Douglas Dillon, 1980",,Paintings
13.100.95,48902,Asian Art,1913.0,Folding fan mounted as an album leaf,China,Chen Guan,Chinese,1368,1644,"John Stewart Kennedy Fund, 1913",,Paintings
1989.363.78,48903,Asian Art,1989.0,Hanging scroll,China,Hai Rui,Chinese,1514,1587,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.79,48904,Asian Art,1989.0,Album leaf,China,Zhou Tianqiu,Chinese,1514,1595,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.80,48905,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Zhou Tianqiu,Chinese,1514,1595,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
13.100.80,48906,Asian Art,1913.0,Folding fan mounted as an album leaf,China,Zhou Tianqiu|Unidentified Artist,Chinese,1368,1644,"John Stewart Kennedy Fund, 1913",,Calligraphy
1989.363.75,48909,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Ju Jie,Chinese,1531,1585,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.82,48910,Asian Art,1989.0,Hanging scroll,China,Hou Maogong,Chinese,1569,1569,"Bequest of John M. Crawford Jr., 1988",,Paintings
1989.363.91,48912,Asian Art,1989.0,Hanging scroll,China,Xu Wei|Unidentified Artist,Chinese,1576,1576,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1983.357,48914,Asian Art,1983.0,Handscroll,China,Unidentified Artist,,1500,1599,"Purchase, Bequest of Dorothy Graham Bennett, 1983",,Paintings
1989.363.88,48915,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Zhang Fengyi,Chinese,1527,1613,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.84,48917,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Wang Zhideng,Chinese,1535,1612,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.85,48926,Asian Art,1989.0,Manuscript fragment,China,Wang Zhideng,Chinese,1535,1612,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.86,48927,Asian Art,1989.0,Album leaf,China,Wang Zhideng,Chinese,1535,1612,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.81,48928,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Xue Mingyi,Chinese,1597,1597,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.76,48929,Asian Art,1989.0,Handscroll,China,Unidentified Artist,,1500,1599,"Bequest of John M. Crawford Jr., 1988",,Paintings
1989.363.77,48930,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Chen Yuansu,Chinese,1567,1599,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.87,48931,Asian Art,1989.0,Hanging scroll,China,Liu Xiang,Chinese,1500,1699,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1982.1.7,48932,Asian Art,1982.0,Hanging scroll,China,Ma Shouzhen,Chinese,1572,1572,"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982",,Paintings
1989.363.89,48933,Asian Art,1989.0,Handscroll,China,Mo Shilong|Unidentified Artist,Chinese,1900,1934,"Bequest of John M. Crawford Jr., 1988",,Paintings
1985.214.148,48934,Asian Art,1985.0,Hanging scroll,China,Mo Shilong,Chinese,1581,1581,"Gift of Ernest Erickson Foundation, 1985",,Paintings
1989.363.90,48935,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Mo Shilong,Chinese,1537,1587,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
51.39.1,48936,Asian Art,1951.0,Hanging scroll,China,Unidentified Artist,,1567,1633,"Gift of Jackson E. Reynolds, 1951",,Paintings
51.39.2,48937,Asian Art,1951.0,Hanging scroll,China,Unidentified Artist,,1567,1633,"Gift of Jackson E. Reynolds, 1951",,Paintings
51.39.3,48938,Asian Art,1951.0,Framed painting,China,Unidentified Artist,,1567,1633,"Gift of Jackson E. Reynolds, 1951",,Paintings
51.39.4,48939,Asian Art,1951.0,Hanging scroll,China,Unidentified Artist,,1600,1699,"Gift of Jackson E. Reynolds, 1951",,Paintings
51.39.5,48940,Asian Art,1951.0,Painting,China,Unidentified Artist,,1600,1799,"Gift of Jackson E. Reynolds, 1951",,Paintings
29.20.1,48941,Asian Art,1929.0,Hanging scroll,China,Jin Chushi|Unidentified Artist,Chinese,1600,1799,"Gift of George D. Pratt, 1929",,Paintings
1982.1.8,48942,Asian Art,1982.0,Hanging scroll,China,Liu Shiru,Chinese,1550,1600,"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982",,Paintings
1989.363.92,48943,Asian Art,1989.0,Album leaf,China,Jiao Hong,Chinese,1541,1620,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.94,48944,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Xing Tong,Chinese,1551,1612,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1977.87,48945,Asian Art,1977.0,Handscroll,China,Li Zai,Chinese,1655,1655,"Purchase, John M. Crawford Jr. Gift, 1977",,Paintings
2001.746.1,48946,Asian Art,2001.0,Hanging scroll,China,Zhang Feng,Chinese,1658,1658,"The C. C. Wang Family Collection, Gift of  C. C. Wang, 2001",,Paintings
1985.335,48947,Asian Art,1985.0,Handscroll,China,Wang Shanggong,Chinese,1593,1593,"Purchase, Bequest of Dorothy Graham Bennett, 1985",,Paintings
1986.266.4,48948,Asian Art,1986.0,Handscroll,China,Wu Bin,Chinese,1591,1591,"Edward Elliott Family Collection, Gift of Douglas Dillon, 1986",,Paintings
1979.75.2,48949,Asian Art,1979.0,Hanging scroll,China,Dong Qichang,Chinese,1612,1635,"Gift of Douglas Dillon, 1979
",,Paintings
1986.266.5a–k,48950,Asian Art,1986.0,Album,China,Dong Qichang,Chinese,1630,1630,"Edward Elliott Family Collection, Gift of Douglas Dillon, 1986
",,Paintings
1989.363.102,48951,Asian Art,1989.0,Hanging scroll,China,Dong Qichang,Chinese,1630,1630,"Bequest of John M. Crawford Jr., 1988
",,Paintings
1979.500.2,48952,Asian Art,1979.0,Hanging scroll,China,Dong Qichang,Chinese,1632,1632,"Gift of Douglas Dillon, 1979
",,Paintings
1989.363.99,48953,Asian Art,1989.0,Hanging scroll,China,Dong Qichang,Chinese,1612,1635,"Bequest of John M. Crawford Jr., 1988
",,Paintings
1989.363.100,48954,Asian Art,1989.0,Hanging scroll,China,Dong Qichang,Chinese,1632,1636,"Bequest of John M. Crawford Jr., 1988
",,Calligraphy
1979.500.3,48955,Asian Art,1979.0,Hanging scroll,China,Dong Qichang,Chinese,1612,1635,"Gift of Douglas Dillon, 1979
",,Calligraphy
1989.363.96,48956,Asian Art,1989.0,Album leaf,China,Dong Qichang,Chinese,1555,1636,"Bequest of John M. Crawford Jr., 1988
",,Calligraphy
1989.363.97,48957,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Dong Qichang,Chinese,1555,1636,"Bequest of John M. Crawford Jr., 1988
",,Calligraphy
1989.363.98,48958,Asian Art,1989.0,Handscroll,China,Dong Qichang,Chinese,1555,1636,"Bequest of John M. Crawford Jr., 1988
",,Calligraphy
13.100.72,48959,Asian Art,1913.0,Folding fan mounted as an album leaf,China,Dong Qichang,Chinese,1600,1911,"John Stewart Kennedy Fund, 1913
",,Calligraphy
1989.363.103,48960,Asian Art,1989.0,Album,China,Chen Jiru,Chinese,1558,1635,"Bequest of John M. Crawford Jr., 1988
",,Calligraphy
1989.363.104,48961,Asian Art,1989.0,Album,China,Chen Jiru,Chinese,1558,1635,"Bequest of John M. Crawford Jr., 1988
",,Calligraphy
1989.363.105,48962,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Chen Jiru,Chinese,1558,1635,"Bequest of John M. Crawford Jr., 1988
",,Calligraphy
13.100.76,48963,Asian Art,1913.0,Folding fan mounted as an album leaf,China,Chen Jiru,Chinese,1368,1644,"John Stewart Kennedy Fund, 1913
",,Calligraphy
1989.363.106,48964,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Wang Heng,Chinese,1561,1609,"Bequest of John M. Crawford Jr., 1988
",,Calligraphy
1989.363.107,48965,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Lu Yingyang,Chinese,1600,1633,"Bequest of John M. Crawford Jr., 1988
",,Calligraphy
1976.219,48966,Asian Art,1976.0,Handscroll,China,Zhao Zuo,Chinese,1611,1612,"Purchase, The Dillon Fund Gift, 1976
",,Paintings
1981.285.1,48967,Asian Art,1981.0,Hanging scroll,China,Unidentified Artist|Mi Wanzhong,,1368,1644,"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1981",,Calligraphy
1981.285.2,48968,Asian Art,1981.0,Hanging scroll,China,Zhang Ruitu,Chinese,1600,1633,"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1981",,Paintings
1989.363.108,48969,Asian Art,1989.0,Handscroll,China,Zhang Ruitu,Chinese,1628,1628,"Bequest of John M. Crawford Jr., 1988",,Paintings
"1989.363.109a, b",48970,Asian Art,1989.0,Hanging scrolls,China,Zhang Ruitu,Chinese,1570,1641,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.110,49006,Asian Art,1989.0,Album leaf,China,Song Jue,Chinese,1575,1632,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.111,49009,Asian Art,1989.0,Album leaf,China,Song Jue,Chinese,1576,1632,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.112,49013,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Zou Zhilin,Chinese,1634,1666,"Bequest of John M. Crawford Jr., 1988",,Paintings
1989.363.113,49015,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Zou Zhilin,Chinese,1574,1644,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1977.171a–j,49017,Asian Art,1977.0,Album,China,Yun Xiang,Chinese,1638,1650,"Purchase, Douglas Dillon Gift, 1977",,Paintings
1989.363.114,49019,Asian Art,1989.0,Hanging scroll,China,Lan Ying,Chinese,1632,1632,"Bequest of John M. Crawford Jr., 1988",,Paintings
13.100.63,49020,Asian Art,1913.0,Folding fan mounted as an album leaf,China,Lan Ying|Unidentified Artist,,1600,1699,"John Stewart Kennedy Fund, 1913",,Paintings
1970.2.2a–l,49021,Asian Art,1970.0,Album,China,Lan Ying,Chinese,1642,1642,"The Sackler Fund, 1970",,Paintings
1989.363.115,49025,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Wang Duo,Chinese,1637,1637,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.116,49029,Asian Art,1989.0,Hanging scroll,China,Wang Duo,Chinese,1641,1641,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1985.214.149,49030,Asian Art,1985.0,Hanging scroll,China,Wang Duo,Chinese,1651,1651,"Gift of Ernest Erickson Foundation, 1985",,Paintings
1989.363.118,49033,Asian Art,1989.0,Album leaf,China,Wang Duo,Chinese,1592,1652,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.121,49043,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Ni Yuanlu,Chinese,1593,1644,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.122,49044,Asian Art,1989.0,Hanging scroll,China,Ni Yuanlu,Chinese,1593,1644,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.124,49045,Asian Art,1989.0,Handscroll,China,Zhu Derun|Unidentified Artist,Chinese,1600,1699,"Bequest of John M. Crawford Jr., 1988",,Paintings
1989.363.125,49047,Asian Art,1989.0,Hanging scroll,China,Zhao Wenchu,Chinese,1627,1627,"Bequest of John M. Crawford Jr., 1988",,Prints
1989.363.126,49055,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Chen Hongshou,Chinese,1634,1666,"Bequest of John M. Crawford Jr., 1988",,Paintings
1981.285.3a–h,49074,Asian Art,1981.0,Album,China,Xiang Shengmo,Chinese,1639,1639,"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1981",,Paintings
13.100.55,49077,Asian Art,1913.0,Folding fan mounted as an album leaf,China,Xiang Shengmo,Chinese,1597,1644,"John Stewart Kennedy Fund, 1913",,Paintings
1981.285.4,49080,Asian Art,1981.0,Hanging scroll,China,Xiang Shengmo,Chinese,1654,1654,"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1981",,Paintings
1989.363.168,49092,Asian Art,1989.0,Album leaf,China,Unidentified Artist,,1368,1911,"Bequest of John M. Crawford Jr., 1988",,Paintings
1989.363.127,49095,Asian Art,1989.0,Handscroll,China,Bian Wenyu,Chinese,1634,1634,"Bequest of John M. Crawford Jr., 1988",,Paintings
13.100.52,49097,Asian Art,1913.0,Folding fan mounted as an album leaf,China,Chen Mingxia,Chinese,1601,1654,"John Stewart Kennedy Fund, 1913",,Calligraphy
13.100.92,49103,Asian Art,1913.0,Folding fan mounted as an album leaf,China,Wang Maolin,Chinese,1368,1644,"John Stewart Kennedy Fund, 1913",,Calligraphy
1989.363.119,49106,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Wang Shimin,Chinese,1677,1677,"Bequest of John M. Crawford Jr., 1988",,Paintings
1979.439a–o,49113,Asian Art,1979.0,Album,China,Wang Jian|Wang Shimin,Chinese|Chinese,1668,1668,"Purchase, The Dillon Fund Gift, 1979",,Paintings
1989.363.128,49125,Asian Art,1989.0,Hanging scroll,China,Li Yu,,1648,1648,"Bequest of John M. Crawford Jr., 1988",,Paintings
1976.1.2,49127,Asian Art,1976.0,Hanging scroll,China,Hongren|Unidentified Artist,Chinese,1650,1670,"Gift of Douglas Dillon, 1976",,Paintings
1989.363.130,49129,Asian Art,1989.0,Handscroll,China,Fa Ruozhen,Chinese,1667,1667,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
69.242.7,49130,Asian Art,1969.0,Hanging scroll,China,Zha Shibiao,Chinese,1644,1698,"The Sackler Fund, 1969",,Paintings
1989.363.131a–h,49131,Asian Art,1989.0,Album,China,Fan Qi,Chinese,1673,1673,"Bequest of John M. Crawford Jr., 1988",,Paintings
1989.363.132,49132,Asian Art,1989.0,Hanging scroll,China,Gong Xian,Chinese,1679,1689,"Bequest of John M. Crawford Jr., 1988",,Paintings
1983.609,49133,Asian Art,1983.0,Hanging scroll,China,Gong Xian,Chinese,1685,1685,"Purchase, The Dillon Fund Gift, 1983",,Paintings
1989.363.134,49134,Asian Art,1989.0,Handscroll,China,Liu Yu,Chinese,1680,1680,"Bequest of John M. Crawford Jr., 1988",,Paintings
60.81.1,49135,Asian Art,1960.0,Jar,China,,,-2650,-2350,"Harris Brisbane Dick Fund, 1960",,Ceramics
50.61.4,49136,Asian Art,1950.0,Jar,China,,,-2300,-2000,"Harris Brisbane Dick Fund, 1949",,Ceramics
1972.275.4,49137,Asian Art,1972.0,Tripod cooking vessel,China,,,-1300,-1000,"Gift of Dr. Benjamin Pasamanick and Dr. Hilda Knobloch, 1972",,Ceramics
50.61.5,49138,Asian Art,1950.0,Jar,China,,,-1299,-1000,"Harris Brisbane Dick Fund, 1950",,Ceramics
"50.61.7a, b",49139,Asian Art,1950.0,Vase,China,,,-2400,-2000,"Harris Brisbane Dick Fund, 1950",,Ceramics
50.61.6,49140,Asian Art,1950.0,Bowl,China,,,-1099,-900,"Harris Brisbane Dick Fund, 1950",,Ceramics
"50.61.9a, b",49141,Asian Art,1950.0,Food vessel,China,,,-499,-300,"Harris Brisbane Dick Fund, 1950",,Ceramics
1972.275.3,49142,Asian Art,1972.0,Jar,China,,,-475,-221,"Gift of Dr. Benjamin Pasamanick and Dr. Hilda Knobloch, 1972",,Ceramics
1989.363.135,49143,Asian Art,1989.0,Handscroll,China,Bada Shanren (Zhu Da),Chinese,1680,1700,"Bequest of John M. Crawford Jr., 1988",,Paintings
1989.363.136,49144,Asian Art,1989.0,Hanging scroll,China,Bada Shanren (Zhu Da),Chinese,1684,1705,"Bequest of John M. Crawford Jr., 1988",,Paintings
1989.363.138a–l,49145,Asian Art,1989.0,Album,China,Bada Shanren (Zhu Da),Chinese,1699,1699,"Bequest of John M. Crawford Jr., 1988
",,Paintings
1989.363.139,49146,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Bada Shanren (Zhu Da),Chinese,1702,1702,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1982.458a–e,49147,Asian Art,1982.0,Album,China,Bada Shanren (Zhu Da),Chinese,1688,1705,"Gift of John M. Crawford Jr., 1982",,Calligraphy
1989.363.140,49148,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Wang Wu,Chinese,1632,1690,"Bequest of John M. Crawford Jr., 1988",,Paintings
1976.19,49149,Asian Art,1976.0,Hanging scroll,China,Wang Hui,Chinese,1654,1654,"Purchase, The Dillon Fund Gift, 1976",,Paintings
1989.363.141,49150,Asian Art,1989.0,Hanging scroll,China,Wang Hui,Chinese,1662,1662,"Bequest of John M. Crawford Jr., 1988",,Paintings
1978.423,49151,Asian Art,1978.0,Handscroll,China,Wang Hui,Chinese,1669,1669,"Ex coll.: C. C. Wang Family, Gift of Douglas Dillon, 1978",,Paintings
1989.363.142,49152,Asian Art,1989.0,Hanging scroll,China,Wang Hui|Unidentified Artist,Chinese,1682,1682,"Bequest of John M. Crawford Jr., 1988",,Paintings
1989.363.143,49153,Asian Art,1989.0,Hanging scroll,China,Wang Hui|Unidentified Artist,Chinese,1686,1686,"Bequest of John M. Crawford Jr., 1988",,Paintings
1989.363.144,49154,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Wang Hui,Chinese,1695,1695,"Bequest of John M. Crawford Jr., 1988",,Paintings
1979.5a–d,49156,Asian Art,1979.0,Handscroll,China,Wang Hui,Chinese,1698,1698,"Purchase, The Dillon Fund Gift, 1979",,Paintings
1979.458.2,49157,Asian Art,1979.0,Handscroll,China,Wang Hui,Chinese,1713,1713,"Ex coll.: C. C. Wang Family, Gift of Douglas Dillon, 1979",,Paintings
1977.81,49158,Asian Art,1977.0,Handscroll,China,Wu Li,Chinese,1679,1679,"Ex coll.: C. C. Wang Family, Purchase, Douglas Dillon Gift, 1977",,Paintings
1989.363.145,49159,Asian Art,1989.0,Album leaf,China,Yun Shouping|Unidentified Artist,Chinese,1644,1911,"Bequest of John M. Crawford Jr., 1988",,Paintings
1989.363.146,49160,Asian Art,1989.0,Album leaf,China,Yun Shouping|Unidentified Artist,Chinese,1644,1911,"Bequest of John M. Crawford Jr., 1988",,Paintings
1981.285.12a–m,49162,Asian Art,1981.0,Album,China,Yun Shouping,Chinese,1667,1667,"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1981",,Paintings
1989.363.147,49163,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Yun Shouping,Chinese,1680,1680,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1989.363.148,49164,Asian Art,1989.0,Folding fan mounted as an album leaf,China,Yun Shouping,Chinese,1644,1690,"Bequest of John M. Crawford Jr., 1988",,Paintings
1972.16,49165,Asian Art,1972.0,Hanging scroll,China,Yun Shouping,Chinese,1644,1690,"Gift of Mr. and Mrs. Earl Morse, 1972",,Paintings
1989.363.149,49166,Asian Art,1989.0,Handscroll,China,Yun Shouping,Chinese,1700,1799,"Bequest of John M. Crawford Jr., 1988",,Paintings
1983.412.1,49167,Asian Art,1983.0,Album leaf,China,Yun Bing,Chinese,1644,1699,"Purchase, Bequest of Dorothy Graham Bennett, 1983",,Paintings
1983.412.2,49168,Asian Art,1983.0,Album leaf,China,Yun Bing,Chinese,1667,1699,"Purchase, Bequest of Dorothy Graham Bennett, 1983",,Paintings
1989.363.150,49169,Asian Art,1989.0,Hanging scroll,China,Sun Yueban,Chinese,1644,1708,"Bequest of John M. Crawford Jr., 1988",,Calligraphy
1985.227.1,49170,Asian Art,1985.0,Handscroll,China,Shitao (Zhu Ruoji),Chinese,1667,1667,"Gift of Douglas Dillon, 1985",,Paintings
1989.363.151,49171,Asian Art,1989.0,Album leaf,China,Shitao (Zhu Ruoji),Chinese,1668,1688,"Bequest of John M. Crawford Jr., 1988",,Paintings
1984.475.2,49172,Asian Art,1984.0,Hanging scroll,China,Shitao (Zhu Ruoji),Chinese,1684,1704,"Edward Elliott Family Collection, Gift of Douglas Dillon, 1984",,Paintings
1976.280a–n,49173,Asian Art,1976.0,Album,China,Shitao (Zhu Ruoji),Chinese,1685,1715,"From the P. Y. and Kinmay W. Tang Family, Gift of Wen and Constance Fong, in honor of Mr. and Mrs. Douglas Dillon, 1976",,Paintings
